128,1,1,1,1056.93
128,1,1,128,76641.1
128,1,1,16,16734.8
128,1,1,2,2089.1
128,1,1,32,24544.5
128,1,1,4,4182.13
128,1,1,64,37385.3
128,1,1,8,8364.17
128,1,2,1,1982.13
128,1,2,2,3851.4
128,1,2,4,6691.17
128,1,2,8,6171.94
128,1,4,1,3583.67
128,1,4,16,17973.1
128,1,4,2,6574.03
128,1,4,4,10442.5
128,1,4,8,9632.48
128,1,8,1,7521.62
128,1,8,16,71595.5
128,1,8,2,13591.3
128,1,8,32,124774.0
128,1,8,4,17608.8
128,1,8,64,188046.0
128,1,8,8,35974.5
128,16,1,1,15059.7
128,16,1,16,73321.1
128,16,1,2,23868.8
128,16,1,4,36015.5
128,16,1,8,73237.4
128,2,1,1,2086.52
128,2,1,16,27930.3
128,2,1,2,4202.45
128,2,1,32,41530.7
128,2,1,4,8362.12
128,2,1,64,84160.6
128,2,1,8,16862.7
128,2,2,1,3741.95
128,2,2,2,6854.63
128,2,2,4,7261.87
128,2,4,1,6116.52
128,2,4,2,9090.1
128,2,4,4,8971.48
128,2,4,8,17792.6
128,2,8,1,13483.9
128,2,8,16,132474.0
128,2,8,2,19929.4
128,2,8,32,186631.0
128,2,8,4,38345.0
128,2,8,8,75995.5
128,24,1,1,18017.5
128,24,1,2,36809.2
128,24,1,4,73691.6
128,24,1,8,75212.4
128,32,1,1,23673.0
128,32,1,2,35306.3
128,32,1,4,70849.6
128,32,1,8,70568.1
128,4,1,1,4141.0
128,4,1,16,37617.1
128,4,1,2,8284.15
128,4,1,32,73156.5
128,4,1,4,16627.7
128,4,1,8,24296.6
128,4,2,1,6122.6
128,4,2,2,6496.18
128,4,4,1,7723.79
128,4,4,2,6619.3
128,4,4,4,18768.5
128,4,8,1,22272.5
128,4,8,16,221321.0
128,4,8,2,44691.7
128,4,8,4,88906.3
128,4,8,8,148092.0
128,8,1,1,7402.3
128,8,1,16,73540.4
128,8,1,2,14859.6
128,8,1,32,73013.4
128,8,1,4,24367.5
128,8,1,8,36160.9
128,8,2,1,4160.22
128,8,4,1,6122.71
128,8,4,2,12457.0
16,1,1,1,1046.63
16,1,1,128,112397.0
16,1,1,16,16307.6
16,1,1,2,2093.47
16,1,1,32,29892.4
16,1,1,4,4185.24
16,1,1,64,58017.8
16,1,1,8,8297.48
16,1,2,1,1895.68
16,1,2,16,14442.3
16,1,2,2,3751.44
16,1,2,32,28986.3
16,1,2,4,6763.02
16,1,2,64,58891.3
16,1,2,8,7396.12
16,1,4,1,3265.68
16,1,4,16,21218.2
16,1,4,2,6144.67
16,1,4,32,42447.5
16,1,4,4,9839.7
16,1,4,64,84455.9
16,1,4,8,10704.3
16,1,8,1,6422.27
16,1,8,128,494791.0
16,1,8,16,62764.9
16,1,8,2,11738.4
16,1,8,32,122603.0
16,1,8,4,16462.5
16,1,8,64,250811.0
16,1,8,8,31826.0
16,12,2,1,3622.87
16,12,2,2,7116.58
16,12,2,4,13668.8
16,12,2,8,27333.0
16,16,1,1,14557.4
16,16,1,16,188963.0
16,16,1,2,28538.5
16,16,1,32,278601.0
16,16,1,4,57430.8
16,16,1,64,556807.0
16,16,1,8,114227.0
16,16,2,1,2882.02
16,16,2,2,5785.26
16,16,2,4,11439.7
16,2,1,1,2078.33
16,2,1,128,214587.0
16,2,1,16,32341.3
16,2,1,2,4146.4
16,2,1,32,64447.5
16,2,1,4,8250.49
16,2,1,64,128802.0
16,2,1,8,16158.4
16,2,2,1,3567.11
16,2,2,16,12455.0
16,2,2,2,6660.47
16,2,2,32,20901.6
16,2,2,4,6938.35
16,2,2,8,6261.7
16,2,4,1,5726.1
16,2,4,16,39182.9
16,2,4,2,8994.87
16,2,4,32,76117.3
16,2,4,4,8580.14
16,2,4,64,154989.0
16,2,4,8,18883.2
16,2,8,1,11742.7
16,2,8,16,133188.0
16,2,8,2,17894.3
16,2,8,32,255335.0
16,2,8,4,33916.8
16,2,8,64,540571.0
16,2,8,8,66764.5
16,24,1,1,21104.3
16,24,1,16,292271.0
16,24,1,2,39912.1
16,24,1,32,573304.0
16,24,1,4,81005.4
16,24,1,64,578451.0
16,24,1,8,141970.0
16,32,1,1,28968.0
16,32,1,16,278364.0
16,32,1,2,57338.3
16,32,1,32,555376.0
16,32,1,4,113486.0
16,32,1,8,182803.0
16,4,1,1,4082.49
16,4,1,128,279602.0
16,4,1,16,57523.6
16,4,1,2,8135.07
16,4,1,32,111892.0
16,4,1,4,16088.7
16,4,1,64,187546.0
16,4,1,8,29542.2
16,4,2,1,6383.55
16,4,2,16,18437.9
16,4,2,2,5951.9
16,4,2,4,5155.63
16,4,2,8,10021.0
16,4,4,1,7823.56
16,4,4,16,54493.3
16,4,4,2,6855.58
16,4,4,32,109127.0
16,4,4,4,13572.7
16,4,4,8,27363.3
16,4,8,1,17650.4
16,4,8,16,264721.0
16,4,8,2,34740.9
16,4,8,32,535731.0
16,4,8,4,66481.6
16,4,8,64,894156.0
16,4,8,8,132848.0
16,8,1,1,7316.6
16,8,1,128,562458.0
16,8,1,16,110505.0
16,8,1,2,14435.5
16,8,1,32,189155.0
16,8,1,4,29365.7
16,8,1,64,280460.0
16,8,1,8,57375.6
16,8,2,1,4422.55
16,8,2,2,3165.95
16,8,2,4,8324.88
16,8,2,8,16578.1
16,8,4,1,6433.33
16,8,4,16,103015.0
16,8,4,2,12840.1
16,8,4,4,25645.4
16,8,4,8,51086.3
2,1,1,1,903.767
2,1,1,128,92634.2
2,1,1,16,13977.8
2,1,1,2,1821.86
2,1,1,32,24924.2
2,1,1,4,3673.56
2,1,1,64,46700.7
2,1,1,8,7282.07
2,1,2,1,1357.36
2,1,2,128,114424.0
2,1,2,16,13778.8
2,1,2,2,2701.83
2,1,2,32,27838.7
2,1,2,4,4988.25
2,1,2,64,56771.4
2,1,2,8,7192.62
2,1,4,1,1872.55
2,1,4,128,88711.1
2,1,4,16,10742.3
2,1,4,2,3472.64
2,1,4,32,21603.8
2,1,4,4,5336.61
2,1,4,64,43583.1
2,1,4,8,5734.04
2,1,8,1,1955.65
2,1,8,128,129682.0
2,1,8,16,15815.3
2,1,8,2,3154.87
2,1,8,32,31997.8
2,1,8,4,4191.27
2,1,8,64,64724.0
2,1,8,8,7847.25
2,12,2,1,3974.91
2,12,2,16,60241.2
2,12,2,2,7860.2
2,12,2,32,120569.0
2,12,2,4,15492.0
2,12,2,8,30621.5
2,16,1,1,11893.2
2,16,1,128,1097750.0
2,16,1,16,167170.0
2,16,1,2,22547.8
2,16,1,32,331272.0
2,16,1,4,44890.8
2,16,1,64,674475.0
2,16,1,8,83923.2
2,16,2,1,3456.36
2,16,2,16,52847.2
2,16,2,2,6832.77
2,16,2,32,105518.0
2,16,2,4,13340.7
2,16,2,8,26404.7
2,2,1,1,1702.49
2,2,1,128,195785.0
2,2,1,16,25344.4
2,2,1,2,3439.79
2,2,1,32,50867.0
2,2,1,4,6953.09
2,2,1,64,100436.0
2,2,1,8,13302.0
2,2,2,1,2640.0
2,2,2,128,96398.5
2,2,2,16,11528.7
2,2,2,2,4957.95
2,2,2,32,23260.5
2,2,2,4,7150.86
2,2,2,64,48606.3
2,2,2,8,6127.15
2,2,4,1,3141.72
2,2,4,128,196229.0
2,2,4,16,24220.6
2,2,4,2,5318.3
2,2,4,32,48470.9
2,2,4,4,6357.73
2,2,4,64,96743.9
2,2,4,8,12149.4
2,2,8,1,3099.23
2,2,8,16,33078.3
2,2,8,2,4406.79
2,2,8,32,66484.3
2,2,8,4,8391.1
2,2,8,64,133936.0
2,2,8,8,16715.1
2,24,1,1,16195.0
2,24,1,128,1714870.0
2,24,1,16,243360.0
2,24,1,2,32507.9
2,24,1,32,488770.0
2,24,1,4,63814.9
2,24,1,64,855990.0
2,24,1,8,125740.0
2,32,1,1,19946.1
2,32,1,128,1493500.0
2,32,1,16,300516.0
2,32,1,2,39235.5
2,32,1,32,600814.0
2,32,1,4,75413.6
2,32,1,64,992396.0
2,32,1,8,149189.0
2,4,1,1,3241.37
2,4,1,128,334343.0
2,4,1,16,42517.0
2,4,1,2,6505.81
2,4,1,32,88069.2
2,4,1,4,12881.8
2,4,1,64,172125.0
2,4,1,8,22921.8
2,4,2,1,4833.03
2,4,2,128,156137.0
2,4,2,16,18968.4
2,4,2,2,6047.17
2,4,2,32,38922.4
2,4,2,4,5044.98
2,4,2,64,79224.8
2,4,2,8,8902.78
2,4,4,1,4952.81
2,4,4,16,48407.0
2,4,4,2,6629.97
2,4,4,32,94923.7
2,4,4,4,11970.5
2,4,4,64,187993.0
2,4,4,8,23400.3
2,4,8,1,3946.44
2,4,8,16,59417.1
2,4,8,2,7682.23
2,4,8,32,118455.0
2,4,8,4,14974.3
2,4,8,64,234442.0
2,4,8,8,29803.2
2,8,1,1,6147.4
2,8,1,128,691497.0
2,8,1,16,85681.4
2,8,1,2,12371.9
2,8,1,32,175700.0
2,8,1,4,24786.5
2,8,1,64,347862.0
2,8,1,8,45531.8
2,8,2,1,4740.16
2,8,2,16,29706.2
2,8,2,2,3620.55
2,8,2,32,60797.4
2,8,2,4,7231.22
2,8,2,64,117620.0
2,8,2,8,15575.1
2,8,4,1,5363.3
2,8,4,16,81296.7
2,8,4,2,10697.8
2,8,4,32,162770.0
2,8,4,4,20643.3
2,8,4,64,325149.0
2,8,4,8,41134.0
32,1,1,1,1057.3
32,1,1,128,96332.5
32,1,1,16,16542.4
32,1,1,2,2110.43
32,1,1,32,30693.8
32,1,1,4,4199.5
32,1,1,64,57650.4
32,1,1,8,8291.56
32,1,2,1,1959.81
32,1,2,16,14181.4
32,1,2,2,3864.2
32,1,2,32,29630.3
32,1,2,4,6672.82
32,1,2,8,7143.57
32,1,4,1,3431.59
32,1,4,16,21843.5
32,1,4,2,6312.02
32,1,4,32,41977.1
32,1,4,4,10230.3
32,1,4,64,89668.8
32,1,4,8,10756.3
32,1,8,1,7073.51
32,1,8,16,69438.8
32,1,8,2,12822.4
32,1,8,32,136689.0
32,1,8,4,18250.3
32,1,8,64,284153.0
32,1,8,8,34237.7
32,12,2,1,3489.27
32,12,2,2,6762.42
32,12,2,4,13485.0
32,16,1,1,14952.8
32,16,1,16,138980.0
32,16,1,2,29133.7
32,16,1,32,286804.0
32,16,1,4,55216.3
32,16,1,8,93708.1
32,16,2,1,2817.91
32,16,2,2,5681.69
32,2,1,1,2102.37
32,2,1,128,163092.0
32,2,1,16,32842.6
32,2,1,2,4205.41
32,2,1,32,65564.5
32,2,1,4,8272.02
32,2,1,64,109583.0
32,2,1,8,16470.5
32,2,2,1,3670.6
32,2,2,16,11009.0
32,2,2,2,6714.89
32,2,2,4,7228.67
32,2,2,8,5237.9
32,2,4,1,5909.9
32,2,4,16,34127.1
32,2,4,2,8973.88
32,2,4,32,83937.5
32,2,4,4,9331.67
32,2,4,8,19604.7
32,2,8,1,12992.6
32,2,8,16,149495.0
32,2,8,2,20157.9
32,2,8,32,301150.0
32,2,8,4,36502.4
32,2,8,64,453774.0
32,2,8,8,71179.6
32,24,1,1,20801.3
32,24,1,16,291264.0
32,24,1,2,41590.2
32,24,1,32,292104.0
32,24,1,4,72231.8
32,24,1,8,144584.0
32,32,1,1,28132.8
32,32,1,16,274055.0
32,32,1,2,55071.7
32,32,1,4,90834.4
32,32,1,8,135768.0
32,4,1,1,4126.24
32,4,1,128,293406.0
32,4,1,16,57309.8
32,4,1,2,8169.05
32,4,1,32,95583.7
32,4,1,4,16336.2
32,4,1,64,144651.0
32,4,1,8,30012.4
32,4,2,1,6322.87
32,4,2,2,5840.84
32,4,2,4,4626.68
32,4,2,8,9771.23
32,4,4,1,7862.69
32,4,4,16,59109.9
32,4,4,2,6700.6
32,4,4,4,13700.6
32,4,4,8,29834.1
32,4,8,1,20636.3
32,4,8,16,320288.0
32,4,8,2,40876.7
32,4,8,32,536067.0
32,4,8,4,79553.1
32,4,8,64,806231.0
32,4,8,8,159610.0
32,8,1,1,7360.21
32,8,1,16,95049.9
32,8,1,2,14427.3
32,8,1,32,143196.0
32,8,1,4,29892.2
32,8,1,64,287086.0
32,8,1,8,58820.4
32,8,2,1,4283.73
32,8,2,2,3958.16
32,8,2,4,8457.16
32,8,4,1,6364.68
32,8,4,2,12753.1
32,8,4,4,25659.3
32,8,4,8,51700.4
4,1,1,1,979.087
4,1,1,128,98199.3
