0.1,8,8,1,4,27136.8
0.11,8,8,1,4,27617.8
0.12,8,8,1,4,27302.4
0.13,8,8,1,4,27362.8
0.14,8,8,1,4,27702.3
0.15,8,8,1,4,26830.8
0.16,8,8,1,4,27421.6
0.17,8,8,1,4,28059.3
0.18,8,8,1,4,28317.6
0.19,8,8,1,4,28373.3
0.2,8,8,1,4,27456.5
0.21,8,8,1,4,28491.0
0.22,8,8,1,4,27494.2
0.23,8,8,1,4,28052.4
0.24,8,8,1,4,27522.2
0.25,8,8,1,4,27422.4
0.26,8,8,1,4,28108.2
0.27,8,8,1,4,28080.2
0.28,8,8,1,4,27332.9
0.29,8,8,1,4,27851.0
0.3,8,8,1,4,27676.2
0.31,8,8,1,4,28190.3
0.32,8,8,1,4,27681.6
0.33,8,8,1,4,28771.6
0.34,8,8,1,4,27814.6
0.35,8,8,1,4,27170.4
0.36,8,8,1,4,28310.4
0.37,8,8,1,4,28828.6
0.38,8,8,1,4,28838.7
0.39,8,8,1,4,28884.7
0.4,8,8,1,4,27883.7
0.41,8,8,1,4,28409.5
0.42,8,8,1,4,28051.0
0.43,8,8,1,4,28034.9
0.44,8,8,1,4,28010.5
0.45,8,8,1,4,29021.9
0.46,8,8,1,4,29068.8
0.47,8,8,1,4,28010.0
0.48,8,8,1,4,27714.2
0.49,8,8,1,4,28951.0
0.5,8,8,1,4,28593.0
0.51,8,8,1,4,28069.8
0.52,8,8,1,4,29028.4
0.53,8,8,1,4,28939.9
0.54,8,8,1,4,28977.0
0.55,8,8,1,4,28126.4
0.56,8,8,1,4,28720.8
0.57,8,8,1,4,28158.5
0.58,8,8,1,4,28291.2
0.59,8,8,1,4,29162.9
0.6,8,8,1,4,28142.8
0.61,8,8,1,4,28419.3
0.62,8,8,1,4,29150.5
0.63,8,8,1,4,27944.3
0.64,8,8,1,4,27612.7
0.65,8,8,1,4,28734.9
0.66,8,8,1,4,29332.7
0.67,8,8,1,4,27539.4
0.68,8,8,1,4,28311.6
0.69,8,8,1,4,29112.9
0.7,8,8,1,4,28390.7
0.71,8,8,1,4,28359.3
0.72,8,8,1,4,29108.4
0.73,8,8,1,4,28379.8
0.74,8,8,1,4,28370.2
0.75,8,8,1,4,28943.8
0.76,8,8,1,4,28416.9
0.77,8,8,1,4,28397.5
0.78,8,8,1,4,29075.4
0.79,8,8,1,4,28967.7
0.8,8,8,1,4,29052.8
0.81,8,8,1,4,29112.3
0.82,8,8,1,4,28427.9
0.83,8,8,1,4,28183.0
0.84,8,8,1,4,29544.3
0.85,8,8,1,4,29200.1
0.86,8,8,1,4,28284.6
0.87,8,8,1,4,28455.3
0.88,8,8,1,4,29492.6
0.89,8,8,1,4,29333.6
0.9,8,8,1,4,29095.1
