0.1,8,8,1,4,0.8456
0.11,8,8,1,4,0.845
0.12,8,8,1,4,0.8448
0.13,8,8,1,4,0.8446
0.14,8,8,1,4,0.8428
0.15,8,8,1,4,0.8439
0.16,8,8,1,4,0.8445
0.17,8,8,1,4,0.8431
0.18,8,8,1,4,0.8437
0.19,8,8,1,4,0.8436
0.2,8,8,1,4,0.8441
0.21,8,8,1,4,0.8403
0.22,8,8,1,4,0.8408
0.23,8,8,1,4,0.8402
0.24,8,8,1,4,0.8389
0.25,8,8,1,4,0.8405
0.26,8,8,1,4,0.839
0.27,8,8,1,4,0.8369
0.28,8,8,1,4,0.8364
0.29,8,8,1,4,0.8375
0.3,8,8,1,4,0.8378
0.31,8,8,1,4,0.8331
0.32,8,8,1,4,0.8321
0.33,8,8,1,4,0.8351
0.34,8,8,1,4,0.8341
0.35,8,8,1,4,0.8338
0.36,8,8,1,4,0.8334
0.37,8,8,1,4,0.8271
0.38,8,8,1,4,0.8237
0.39,8,8,1,4,0.8167
0.4,8,8,1,4,0.8166
0.41,8,8,1,4,0.8169
0.42,8,8,1,4,0.8158
0.43,8,8,1,4,0.8136
0.44,8,8,1,4,0.8097
0.45,8,8,1,4,0.8043
0.46,8,8,1,4,0.8011
0.47,8,8,1,4,0.7941
0.48,8,8,1,4,0.7837
0.49,8,8,1,4,0.7791
0.5,8,8,1,4,0.7829
0.51,8,8,1,4,0.7791
0.52,8,8,1,4,0.7632
0.53,8,8,1,4,0.7457
0.54,8,8,1,4,0.7362
0.55,8,8,1,4,0.7254
0.56,8,8,1,4,0.7216
0.57,8,8,1,4,0.7025
0.58,8,8,1,4,0.6794
0.59,8,8,1,4,0.6757
0.6,8,8,1,4,0.6439
0.61,8,8,1,4,0.6112
0.62,8,8,1,4,0.558
0.63,8,8,1,4,0.5139
0.64,8,8,1,4,0.4213
0.65,8,8,1,4,0.3496
0.66,8,8,1,4,0.3878
0.67,8,8,1,4,0.363
0.68,8,8,1,4,0.353
0.69,8,8,1,4,0.2952
0.7,8,8,1,4,0.2864
0.71,8,8,1,4,0.1941
0.72,8,8,1,4,0.234
0.73,8,8,1,4,0.2092
0.74,8,8,1,4,0.2258
0.75,8,8,1,4,0.2095
0.76,8,8,1,4,0.2005
0.77,8,8,1,4,0.1757
0.78,8,8,1,4,0.1169
0.79,8,8,1,4,0.1242
0.8,8,8,1,4,0.1165
0.81,8,8,1,4,0.1294
0.82,8,8,1,4,0.1266
0.83,8,8,1,4,0.1106
0.84,8,8,1,4,0.1117
0.85,8,8,1,4,0.1668
0.86,8,8,1,4,0.1518
0.87,8,8,1,4,0.1184
0.88,8,8,1,4,0.1721
0.89,8,8,1,4,0.1279
0.9,8,8,1,4,0.1
