0.1,111296.04761904762
0.11,111919.23809523809
0.12,116087.14285714286
0.13,106747.19047619047
0.14,77126.47619047618
0.15,74151.38095238095
0.16,76283.0
0.17,81482.28571428571
0.18,83583.28571428571
0.19,82454.33333333333
0.2,80754.80952380953
0.21,77902.76190476191
0.22,74263.90476190476
0.23,77889.19047619047
0.24,75297.57142857143
0.25,76388.04761904762
0.26,75111.80952380953
0.27,78333.23809523809
0.28,74274.09523809524
0.29,76788.42857142857
0.3,81643.0
0.31,81507.19047619047
0.32,82565.80952380953
0.33,75646.47619047618
0.34,82175.95238095238
0.35,75423.19047619047
0.36,74280.42857142857
0.37,80216.09523809524
0.38,80962.14285714286
0.39,90567.71428571429
0.4,83193.95238095238
0.41,95567.19047619047
0.42,79049.85714285714
0.43,79976.47619047618
0.44,87357.0
0.45,80485.23809523809
0.46,82293.0
0.47,88030.85714285714
0.48,80374.28571428571
0.49,75610.19047619047
0.5,77706.19047619047
0.51,78069.85714285714
0.52,78039.19047619047
0.53,84130.61904761905
0.54,80180.52380952382
0.55,79732.57142857143
0.56,83576.19047619047
0.57,82982.57142857143
0.58,82258.04761904762
0.59,83073.71428571429
0.6,82365.95238095238
0.61,84226.80952380953
0.62,84086.28571428571
0.63,84099.80952380953
0.64,82390.61904761905
0.65,80690.47619047618
0.66,75769.14285714286
0.67,78770.80952380953
0.68,78140.42857142857
0.69,83756.04761904762
0.7,82890.61904761905
0.71,84789.23809523809
0.72,80427.09523809524
0.73,81341.85714285714
0.74,81219.47619047618
0.75,82604.76190476191
0.76,80859.47619047618
0.77,84503.19047619047
0.78,80834.23809523809
0.79,76988.95238095238
0.8,84047.14285714286
0.81,80402.14285714286
0.82,85996.42857142857
0.83,79781.38095238095
0.84,82237.71428571429
0.85,89936.71428571429
0.86,77317.80952380953
0.87,82314.14285714286
0.88,79553.66666666667
0.89,74864.76190476191
0.9,76647.33333333333
