0.1,1173414.7619047621
0.11,1149332.3809523808
0.12,1178501.9047619046
0.13,49661014.90476191
0.14,393970.00000000006
0.15,389338.9047619048
0.16,388308.7142857144
0.17,387460.80952380947
0.18,390637.0476190477
0.19,390278.71428571444
0.2,391736.3333333334
0.21,388633.90476190485
0.22,388777.4285714286
0.23,388348.8095238096
0.24,387917.09523809527
0.25,385898.19047619053
0.26,388774.76190476195
0.27,389776.90476190473
0.28,387757.71428571426
0.29,385890.0476190475
0.3,387024.09523809515
0.31,386000.57142857136
0.32,382272.7142857143
0.33,384666.28571428574
0.34,384603.1428571429
0.35,384097.04761904763
0.36,384054.38095238095
0.37,384937.09523809527
0.38,389085.28571428556
0.39,388887.0
0.4,383960.2857142858
0.41,396665.6190476191
0.42,385897.3333333333
0.43,382562.5714285714
0.44,385467.9047619048
0.45,381395.8571428571
0.46,384734.47619047615
0.47,386550.5238095238
0.48,383832.09523809527
0.49,384661.14285714284
0.5,385211.9047619048
0.51,386779.4285714286
0.52,381034.7142857143
0.53,381236.6666666667
0.54,380322.5714285714
0.55,378448.04761904763
0.56,385647.85714285704
0.57,380543.76190476195
0.58,379201.8095238096
0.59,380735.7142857142
0.6,379315.85714285704
0.61,381951.380952381
0.62,382899.0952380953
0.63,381967.2380952381
0.64,381241.1904761905
0.65,382097.9523809524
0.66,378656.7619047619
0.67,378416.09523809527
0.68,380481.5714285714
0.69,379815.1904761905
0.7,378925.0476190476
0.71,384714.4761904762
0.72,377810.0
0.73,381071.61904761905
0.74,380717.7619047619
0.75,377917.6190476191
0.76,379420.380952381
0.77,378795.5238095238
0.78,379483.38095238095
0.79,377014.8571428572
0.8,378294.47619047627
0.81,379879.0
0.82,381914.47619047615
0.83,378283.1904761905
0.84,376326.238095238
0.85,377602.6666666667
0.86,377049.28571428574
0.87,376388.6666666667
0.88,375445.619047619
0.89,379617.9523809524
0.9,377026.9523809524
