0.1,8536.010476190477
0.11,8703.972380952382
0.12,8495.61904761905
0.13,12076.787805238097
0.14,25436.4619047619
0.15,25699.300000000007
0.16,25761.509523809516
0.17,25820.614285714284
0.18,25618.495238095235
0.19,25648.39047619047
0.2,25543.723809523803
0.21,25756.642857142862
0.22,25732.623809523815
0.23,25764.104761904768
0.24,25789.090476190468
0.25,25922.466666666667
0.26,25743.666666666668
0.27,25685.742857142857
0.28,25802.919047619056
0.29,25927.39523809524
0.3,25847.485714285714
0.31,25919.623809523808
0.32,26171.399999999998
0.33,26004.61904761905
0.34,26028.99999999999
0.35,26045.27142857143
0.36,26056.79047619048
0.37,25988.161904761906
0.38,25720.319047619043
0.39,25763.909523809525
0.4,26049.65238095238
0.41,25322.819047619054
0.42,25942.285714285717
0.43,26152.090476190475
0.44,25964.928571428565
0.45,26229.009523809527
0.46,26034.319047619054
0.47,25899.2
0.48,26069.842857142856
0.49,26018.671428571426
0.5,25976.59523809524
0.51,25881.161904761906
0.52,26252.495238095238
0.53,26240.538095238095
0.54,26304.690476190473
0.55,26429.600000000002
0.56,25973.79047619048
0.57,26291.96190476191
0.58,26377.533333333336
0.59,26270.20952380952
0.6,26372.62380952381
0.61,26190.380952380958
0.62,26130.409523809525
0.63,26188.642857142855
0.64,26242.061904761907
0.65,26184.019047619047
0.66,26423.13809523809
0.67,26437.399999999994
0.68,26296.976190476187
0.69,26337.52857142857
0.7,26398.15714285714
0.71,26075.75238095238
0.72,26478.295238095237
0.73,26248.114285714288
0.74,26296.628571428573
0.75,26472.114285714284
0.76,26370.342857142856
0.77,26409.523809523813
0.78,26370.685714285715
0.79,26533.49047619047
0.8,26451.757142857143
0.81,26343.690476190473
0.82,26209.76666666667
0.83,26442.552380952384
0.84,26578.380952380954
0.85,26497.600000000002
0.86,26538.976190476187
0.87,26577.004761904762
0.88,26648.733333333334
0.89,26372.585714285713
0.9,26547.766666666663
