0.1,4791036.380952381
0.11,4705698.952380952
0.12,4834260.80952381
0.13,198722764.76190478
0.14,1625418.8095238095
0.15,1600036.857142857
0.16,1601086.0
0.17,1612211.142857143
0.18,1623095.619047619
0.19,1616059.619047619
0.2,1626133.2857142857
0.21,1613234.142857143
0.22,1608454.8095238095
0.23,1606908.9047619049
0.24,1599464.142857143
0.25,1598176.4761904762
0.26,1608707.7142857143
0.27,1608145.3333333333
0.28,1602833.4761904762
0.29,1596539.0952380951
0.3,1603984.2857142857
0.31,1595331.857142857
0.32,1585503.9047619049
0.33,1586098.5714285714
0.34,1588406.7142857143
0.35,1589555.4285714286
0.36,1588952.619047619
0.37,1595181.4761904762
0.38,1617819.2857142857
0.39,1601536.4285714286
0.4,1586272.761904762
0.41,1653259.9523809524
0.42,1600757.619047619
0.43,1574181.1904761905
0.44,1598376.4761904762
0.45,1588231.857142857
0.46,1601188.5238095238
0.47,1608018.619047619
0.48,1588314.0476190476
0.49,1589398.7142857143
0.5,1592990.0952380951
0.51,1601129.4761904762
0.52,1586213.3333333333
0.53,1578568.3333333333
0.54,1567292.4285714286
0.55,1553104.6666666667
0.56,1595349.0
0.57,1568930.0952380951
0.58,1562832.4285714286
0.59,1570697.6666666667
0.6,1565206.8095238095
0.61,1578494.9047619049
0.62,1573347.2857142857
0.63,1570963.238095238
0.64,1564712.761904762
0.65,1575161.1904761905
0.66,1565451.6666666667
0.67,1578416.619047619
0.68,1589980.761904762
0.69,1572967.9523809524
0.7,1571682.1904761905
0.71,1602942.5714285714
0.72,1565879.0
0.73,1567371.761904762
0.74,1575995.3333333333
0.75,1569800.8095238095
0.76,1575050.0
0.77,1574624.9047619049
0.78,1566727.380952381
0.79,1551368.761904762
0.8,1576177.8095238095
0.81,1571938.380952381
0.82,1593866.0952380951
0.83,1567974.8095238095
0.84,1568291.4761904762
0.85,1579689.9523809524
0.86,1565758.857142857
0.87,1565110.4285714286
0.88,1555375.3333333333
0.89,1568442.4761904762
0.9,1569762.761904762
