0.1,27708.533333333333
0.11,27672.199999999997
0.12,27834.209523809524
0.13,27756.54285714286
0.14,27784.29523809523
0.15,27777.314285714285
0.16,27921.419047619052
0.17,28035.14285714285
0.18,27904.866666666665
0.19,27956.495238095238
0.2,27804.804761904765
0.21,28004.88571428572
0.22,27834.26666666667
0.23,27975.199999999997
0.24,27924.49047619048
0.25,28037.60476190476
0.26,27918.423809523818
0.27,28027.690476190477
0.28,28073.94285714286
0.29,28264.876190476192
0.3,28076.076190476193
0.31,28256.92857142857
0.32,28484.519047619047
0.33,28221.33333333333
0.34,28203.78095238096
0.35,28185.923809523807
0.36,28253.561904761904
0.37,28353.152380952382
0.38,28164.085714285717
0.39,28280.042857142864
0.4,28270.63333333333
0.41,28320.138095238097
0.42,28282.99047619048
0.43,28458.14285714286
0.44,28407.17142857143
0.45,28351.714285714286
0.46,28450.58571428572
0.47,28370.28095238095
0.48,28417.114285714288
0.49,28484.6380952381
0.5,28410.319047619043
0.51,28377.50952380952
0.52,28591.66666666667
0.53,28596.590476190482
0.54,28647.07619047619
0.55,28656.00476190476
0.56,28538.509523809524
0.57,28609.904761904767
0.58,28574.8
0.59,28649.380952380958
0.6,28705.880952380958
0.61,28568.09523809524
0.62,28649.37142857143
0.63,28695.995238095238
0.64,28704.361904761907
0.65,28742.690476190477
0.66,28794.138095238093
0.67,28752.238095238095
0.68,28695.28571428571
0.69,28876.966666666664
0.7,28772.4
0.71,28818.94761904762
0.72,28873.12380952381
0.73,28672.15238095238
0.74,28839.947619047616
0.75,28932.952380952378
0.76,28833.81428571429
0.77,28822.876190476192
0.78,28779.661904761902
0.79,28868.70952380952
0.8,28861.666666666668
0.81,28948.004761904762
0.82,28868.090476190475
0.83,28876.995238095235
0.84,29000.861904761903
0.85,28908.657142857144
0.86,29009.68095238095
0.87,29022.54761904762
0.88,29006.285714285714
0.89,29045.014285714282
0.9,29084.595238095237
