0.1,75102.47619047618
0.11,73430.04761904762
0.12,73427.66666666667
0.13,75886.19047619047
0.14,72423.47619047618
0.15,72362.47619047618
0.16,73929.14285714286
0.17,74249.90476190476
0.18,74638.47619047618
0.19,74449.71428571429
0.2,73598.38095238095
0.21,73409.57142857143
0.22,73275.33333333333
0.23,73401.71428571429
0.24,72892.47619047618
0.25,73212.85714285714
0.26,73926.76190476191
0.27,73565.85714285714
0.28,74489.33333333333
0.29,73993.19047619047
0.3,74075.57142857143
0.31,74350.0
0.32,75229.71428571429
0.33,73496.76190476191
0.34,73960.23809523809
0.35,73140.90476190476
0.36,73532.95238095238
0.37,73941.95238095238
0.38,73650.19047619047
0.39,75086.76190476191
0.4,74657.42857142857
0.41,74368.19047619047
0.42,73090.66666666667
0.43,74234.14285714286
0.44,74363.42857142857
0.45,73091.19047619047
0.46,72872.28571428571
0.47,73774.90476190476
0.48,73135.52380952382
0.49,74345.42857142857
0.5,74526.42857142857
0.51,73925.61904761905
0.52,74483.66666666667
0.53,74111.71428571429
0.54,74436.04761904762
0.55,74837.61904761905
0.56,75016.14285714286
0.57,73843.28571428571
0.58,74529.19047619047
0.59,74646.76190476191
0.6,74867.57142857143
0.61,75096.14285714286
0.62,74600.09523809524
0.63,75268.0
0.64,73957.47619047618
0.65,74174.57142857143
0.66,73881.52380952382
0.67,73682.42857142857
0.68,74011.28571428571
0.69,74257.33333333333
0.7,74780.85714285714
0.71,72608.80952380953
0.72,74624.57142857143
0.73,74990.23809523809
0.74,74476.42857142857
0.75,74692.42857142857
0.76,74621.0
0.77,74849.85714285714
0.78,73098.71428571429
0.79,73504.42857142857
0.8,74217.47619047618
0.81,74435.04761904762
0.82,74037.19047619047
0.83,73993.61904761905
0.84,73782.52380952382
0.85,74695.61904761905
0.86,73062.42857142857
0.87,74356.61904761905
0.88,73906.38095238095
0.89,73829.38095238095
0.9,74030.76190476191
