16,1,1,16,12,15080.4
16,1,1,16,16,15349.0
16,1,1,16,24,15071.5
16,1,1,16,32,14859.4
16,1,1,16,4,15111.5
16,1,1,16,8,15023.4
16,1,1,32,12,22309.7
16,1,1,32,16,18176.4
16,1,1,32,24,21300.0
16,1,1,32,32,14923.3
16,1,1,32,4,17901.0
16,1,1,32,8,18605.0
16,1,1,4,12,4019.09
16,1,1,4,16,4020.89
16,1,1,4,24,3996.04
16,1,1,4,32,4034.22
16,1,1,4,4,4025.48
16,1,1,4,8,4008.34
16,1,1,64,12,18478.3
16,1,1,64,16,14114.0
16,1,1,64,24,19009.7
16,1,1,64,32,14455.6
16,1,1,64,4,17926.6
16,1,1,64,8,19221.2
16,1,1,8,12,7983.72
16,1,1,8,16,7911.26
16,1,1,8,24,7904.05
16,1,1,8,32,7915.88
16,1,1,8,4,7953.57
16,1,1,8,8,7852.78
16,16,1,16,12,15636.7
16,16,1,16,16,15308.0
16,16,1,16,24,15354.4
16,16,1,16,32,16405.3
16,16,1,16,4,13886.1
16,16,1,16,8,14280.0
16,16,1,32,12,6894.71
16,16,1,32,4,8293.47
16,16,1,32,8,7558.66
16,16,1,4,12,21432.8
16,16,1,4,16,22268.3
16,16,1,4,24,22662.8
16,16,1,4,32,21906.3
16,16,1,4,4,21264.5
16,16,1,4,8,20078.9
16,16,1,64,4,6283.1
16,16,1,8,12,21005.8
16,16,1,8,16,21278.5
16,16,1,8,24,20895.0
16,16,1,8,32,21316.1
16,16,1,8,4,21972.3
16,16,1,8,8,20044.7
16,32,1,16,12,8143.7
16,32,1,16,4,9680.29
16,32,1,16,8,9929.85
16,32,1,32,4,6681.47
16,32,1,4,12,17748.0
16,32,1,4,16,19612.8
16,32,1,4,24,20218.9
16,32,1,4,32,19942.8
16,32,1,4,4,19173.1
16,32,1,4,8,19889.5
16,32,1,8,12,15735.4
16,32,1,8,16,14888.5
16,32,1,8,24,14494.3
16,32,1,8,32,15461.6
16,32,1,8,4,15557.4
16,32,1,8,8,15347.0
16,4,1,16,12,24723.5
16,4,1,16,16,24678.9
16,4,1,16,24,24514.2
16,4,1,16,32,22757.1
16,4,1,16,4,25312.8
16,4,1,16,8,25977.5
16,4,1,32,12,17289.8
16,4,1,32,16,18219.1
16,4,1,32,24,21010.6
16,4,1,32,32,20665.3
16,4,1,32,4,19808.1
16,4,1,32,8,19925.4
16,4,1,4,12,15060.3
16,4,1,4,16,15183.2
16,4,1,4,24,14983.8
16,4,1,4,32,15137.1
16,4,1,4,4,15091.0
16,4,1,4,8,10079.9
16,4,1,64,12,11906.1
16,4,1,64,16,13697.1
16,4,1,64,24,11314.1
