16,1,1,16,656201.0
16,1,1,32,469741.0
16,1,1,4,2462160.0
16,1,1,64,565186.0
16,1,1,8,1243330.0
16,16,1,16,902928.0
16,16,1,32,1633300.0
16,16,1,4,665139.0
16,16,1,64,1869280.0
16,16,1,8,668405.0
16,32,1,16,1098750.0
16,32,1,32,1551050.0
16,32,1,4,532862.0
16,32,1,8,703271.0
16,4,1,16,396087.0
16,4,1,32,555438.0
16,4,1,4,658841.0
16,4,1,64,875835.0
16,4,1,8,380360.0
16,8,1,16,514680.0
16,8,1,32,946692.0
16,8,1,4,431945.0
16,8,1,64,1416790.0
16,8,1,8,428037.0
2,1,1,16,1039300.0
2,1,1,32,2270950.0
2,1,1,4,2925830.0
2,1,1,64,3344220.0
2,1,1,8,1801630.0
2,16,1,16,1402610.0
2,16,1,32,2065430.0
2,16,1,4,483007.0
2,16,1,64,2433310.0
2,16,1,8,523120.0
2,32,1,16,1954060.0
2,32,1,32,2436230.0
2,32,1,4,571152.0
2,32,1,64,5084680.0
2,32,1,8,556695.0
2,4,1,16,1021620.0
2,4,1,32,2610480.0
2,4,1,4,839488.0
2,4,1,64,2472620.0
2,4,1,8,630964.0
2,8,1,16,4954990.0
2,8,1,32,1748510.0
2,8,1,4,448695.0
2,8,1,64,1490250.0
2,8,1,8,475007.0
32,1,1,16,644205.0
32,1,1,32,406070.0
32,1,1,4,2447720.0
32,1,1,64,490311.0
32,1,1,8,1254750.0
32,16,1,16,1008390.0
32,16,1,32,1268650.0
32,16,1,4,541049.0
32,16,1,8,647401.0
32,32,1,16,1230030.0
32,32,1,4,632223.0
32,32,1,8,950473.0
32,4,1,16,457228.0
32,4,1,32,765082.0
32,4,1,4,681063.0
32,4,1,64,1164700.0
32,4,1,8,434928.0
32,8,1,16,769273.0
32,8,1,32,1446040.0
32,8,1,4,485425.0
32,8,1,64,1665890.0
32,8,1,8,515961.0
4,1,1,16,771614.0
4,1,1,32,1002780.0
4,1,1,4,2670340.0
4,1,1,64,1291470.0
4,1,1,8,1341200.0
4,16,1,16,590162.0
4,16,1,32,841341.0
4,16,1,4,429182.0
4,16,1,64,1084100.0
4,16,1,8,436979.0
4,32,1,16,744314.0
4,32,1,32,1065610.0
4,32,1,4,471739.0
4,32,1,64,1481750.0
4,32,1,8,494077.0
4,4,1,16,633685.0
4,4,1,32,777066.0
4,4,1,4,720802.0
4,4,1,64,939366.0
4,4,1,8,434087.0
4,8,1,16,536527.0
4,8,1,32,899825.0
4,8,1,4,410525.0
4,8,1,64,786549.0
4,8,1,8,418577.0
64,1,1,16,681785.0
64,1,1,32,482671.0
64,1,1,4,2466970.0
64,1,1,64,660465.0
64,1,1,8,1247830.0
64,16,1,16,893970.0
64,16,1,32,1824900.0
64,16,1,4,610573.0
64,16,1,8,751735.0
64,32,1,16,1856770.0
64,32,1,4,883116.0
64,32,1,8,845648.0
64,4,1,16,690063.0
64,4,1,32,1659990.0
64,4,1,4,734401.0
64,4,1,64,1288860.0
64,4,1,8,516870.0
64,8,1,16,823863.0
64,8,1,32,1001220.0
64,8,1,4,481501.0
64,8,1,8,629291.0
8,1,1,16,671658.0
8,1,1,32,628533.0
8,1,1,4,2537840.0
8,1,1,64,860536.0
8,1,1,8,1276130.0
8,16,1,16,659923.0
8,16,1,32,2500280.0
8,16,1,4,423106.0
8,16,1,64,1112950.0
8,16,1,8,410145.0
8,32,1,16,761552.0
8,32,1,32,1426350.0
8,32,1,4,450944.0
8,32,1,64,1818000.0
8,32,1,8,514078.0
8,4,1,16,397371.0
8,4,1,32,481449.0
8,4,1,4,672763.0
8,4,1,64,682272.0
8,4,1,8,396649.0
8,8,1,16,415870.0
8,8,1,32,716306.0
8,8,1,4,402343.0
8,8,1,64,855168.0
8,8,1,8,403404.0
